index,artist_name,track_name,release_date,genre,lyrics,topic,spotify_link,image_link,,,
2958,patbenatar,invincible,1985,pop,bloody road remain mystery sudden darkness fill wait anybody help wait afford innocent stand face enemy doordie situation invincible shatter dream justify gonna scream satisfy run right angry run anymore afford innocent stand face enemy situation invincible power conviction sacrifice doordie situation invincible anybody help run anymore afford innocent stand face enemy situation invincible power conviction sacrifice doordie situation invincible yeah ooooh yeah yeah ooooh yeah yeah yeah afford innocent yeah oooh stand face enemy doordie situation invincible yeah afford innocent stand face enemy doordie situation invincible,violence,https://open.spotify.com/track/2kFCYlFRuC7YqM5stlM9fH,https://i.scdn.co/image/ab67616d0000b27323e3ea32396a7350a5a38c0d,,,
2959,katebush,and dream of sheep,1985,pop,little light shin little light guide face face race white horse buoy weak sleep dream sheep attention ship information areasbell tiree cromaty eastmalin sellafield come sound engines gull seek craft eye open wish radio tune friendly voice talk bout stupid things leave imagination weak sleep dream sheep breath warm smell like sleep home like poppies heavy seed deeper deeper,violence,https://open.spotify.com/track/12p03gHqut5vzucZt4uzJk,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,,,
2960,abc,be near me,1985,pop,message perfectly simple mean clear stray disappear disappear feel break say leave like dream come true night hop fear dream come true tear tear near near near near near feel felt like kneel dream come true night hop fear dream come true tear tear near near near near near near near near message perfectly simple mean clear stray disappear disappear near near near near near near near near reputation ecstasy inclination,romantic,https://open.spotify.com/track/1l3fRzoUngJr6hSMIT1Hfq,https://i.scdn.co/image/ab67616d0000b27347f7ce1e5c9d6047e072c506,,,
2961,heart,what about love?,1985,pop,lonely wait pretend send make heart hide let try control forget want care slip away want share need someday tell feel inside sell want miss look life know right want care slip away want share want care slip away want share,sadness,https://open.spotify.com/track/5nN1jGnCadYk1jYm6oV5zN,https://i.scdn.co/image/ab67616d0000b273aac099da610b063763c63117,,,
2962,whitneyhouston,greatest love of all,1985,pop,believe children future teach lead beauty possess inside sense pride easier children laughter remind everybody search hero people need look fulfil need lonely place learn depend decide long walk shadow fail succeed live believe matter away dignity greatest happen greatest inside greatest easy achieve learn greatest believe children future teach lead beauty possess inside sense pride easier children laughter remind decide long walk shadow fail succeed live believe matter away dignity greatest happen greatest inside greatest easy achieve learn greatest special place dream lead lonely place strength,world/life,https://open.spotify.com/track/6yJxCltgtmGxIgKOS6ndnu,https://i.scdn.co/image/ab67616d0000b2732ae4fcec560ab559d6f5dc88,,,
2963,theoutfield,your love,1985,pop,vacation away come talk things wanna know like girls little older wanna tonight wanna lose tonight friends leave talk trouble know stay night undercover wanna tonight wanna lose tonight stop hand shakin somethin mind makin sense awhile hide feelin leave close door forget tell cause right mean wrong shoulder wanna tonight yeah wanna lose tonight yeah wanna tonight wanna lose tonight wanna tonight wanna lose tonight lose wanna lose lose tonight wanna wanna wanna lose tonight lose tonight tonight lose tonight aaaahh tonight,night/time,https://open.spotify.com/track/0WoFs3EdGOx58yX5BtXvOa,https://i.scdn.co/image/ab67616d0000b273cd7e670a91d0263d2ee1d8a7,,,
2964,midgeure,the man who sold the world,1985,pop,pass stair speak wasn say friend come surprise speak eye think die long long time lose control face face sell world laugh shake hand home search form land years years roam gaze gazely stare millions die long long time know lose control face face sell world lose control face face sell world,violence,https://open.spotify.com/track/6I6Zjwlx4LSE1iojm94za1,https://i.scdn.co/image/ab67616d0000b27335361f7a360ff7866b1239b5,,,
2965,echo&thebunnymen,bring on the dancing horses,1985,pop,stone clown home bring dance horse headless shiver word hear gonna gonna break till fall apart hat fake shake break brittle heart stand sink sand skin bone bring dance horse roam shiver word hear gonna gonna break till fall apart hat fake shake break brittle heart brittle heart brittle heart brittle heart little heart go stone clown home bring headless horse roam shiver word hear gonna gonna break till fall apart hat fake shake break brittle heart brittle heart brittle heart little heart go bring messiah roam bring messiah roam bring messiah roam bring messiah roam,sadness,https://open.spotify.com/track/5uh98HlgvoJd2zRWAduj2Y,https://i.scdn.co/image/ab67616d0000b273f709ceec39345de8ab2dc51c,,,
2966,oingoboingo,dead man's party,1985,pop,dress walkin dead shoulder dress walkin dead shoulder wait invitation arrive goin party alive wait invitation arrive goin party alive strike light walkin street night sleep dead party everybody comin leave body door leave body soul door away dress walkin dead dead waitin invitation arrive walkin dead dead best suit shiny silver dollar hear chauffeur comin door say room maybe strike light walkin street night sleep dead party everybody comin leave body door leave body soul door away afraid away afraid strike light walkin street night sleep dead party everybody comin leave body door leave body soul door away afraid away afraid,violence,https://open.spotify.com/track/2h47SG8bNphmicAll4H9RV,https://i.scdn.co/image/ab67616d0000b273117c53d4921791280aad03ba,,,
2967,johnmellencamp,between a laugh and a tear,1985,pop,paradise longer live adolescent dream go days feel little know energy go wrong soul feelin little downhearted life ridiculous live count friends finger know sound crazy live laugh tear smile mirror walk laugh tear good reason stop tryin cardboard longer amuse nothin worthwhile hypocrite word mean live precious moment discourage future forget past advise good know balance cause swing past laugh tear smile mirror walk laugh tear good reason stop tryin laugh tear smile mirror walk laugh tear good reason stop tryin paradise longer amuse,sadness,https://open.spotify.com/track/4yk1J1kyO07LRQ7JrqezgF,https://i.scdn.co/image/ab67616d0000b273b46e7ea6a6b2fa45caa23393,,,
2968,theoutfield,61 seconds,1985,pop,word know star eye refuse stray second take minute late clock wall mirror reflect imageless photograph know today drive live second take minute late clock wall mirror reflect imageless photograph space frame imagine second take minute late clock wall mirror reflect imageless photograph space frame imagine,night/time,https://open.spotify.com/track/3X0DlsMaxGOXRTyDYYLqGf,https://i.scdn.co/image/ab67616d0000b273cd7e670a91d0263d2ee1d8a7,,,
2969,theoutfield,i don't need her,1985,pop,say run surprise whan danger open eye look anger wrong race strangers race go need tire try leave leave tonight different story tell evade come cold tomorrow push hide sorrow need tire try leave leave tonight say run surprise danger open eye need tire try leave leave tonight need tire try leave leave tonight,sadness,https://open.spotify.com/track/4zRrPw7JPCtsLcBxTqBEgb,https://i.scdn.co/image/ab67616d0000b273cd7e670a91d0263d2ee1d8a7,,,
2970,hüskerdü,makes no sense at all,1985,pop,walk head cloud make sense sell short walk tall make sense important yell loud make sense walk head cloud make sense make difference yeah make sense make difference know want tell right wrong thing mind time right play play aloohong walk head cloud make sense sell short walk tall make sense important yell loud make sense walk head cloud make sense make difference yeah make sense make difference concern evidence evident tiger tail things things wayhey walk head cloud make sense sell short walk tall make sense important yell loud make sense walk head cloud make sense make difference yeah make sense make difference walk head cloud make sense,violence,https://open.spotify.com/track/3NNwIsOgMLE2CmMHPCdb9I,https://i.scdn.co/image/3388288ff4613e8cc794110c5a0c526fda120e93,,,
2971,feargalsharkey,a good heart,1985,pop,hear stories suppose true highest risk strike risk get hurt learn know cause think time know real good heart days hard good heart true last kind good heart days hard gentle heart expectations high blame youth soon learn painful truth face like fighter boast grow better know cause learn little know cause listen experts good heart days hard good heart true last kind good heart days hard gentle heart look childhood dream ideas weren foolish start look leave good heart days hard know dream will defend know good heart days hard good heart true last kind good heart days hard gentle heart good heart days hard good heart true last kind good heart days hard gentle heart good heart good heart good heart good heart good heart good heart,sadness,https://open.spotify.com/track/4umQbcdBF3YVsNBvvnFLiX,https://i.scdn.co/image/ab67616d0000b273f39e07ad24bcdc439834ee9f,,,
2972,r.e.m.,driver 8,1985,pop,wall build stone stone field divide train conductor say break driver driver break shift long train conductor say driver break driver driver driver break reach destination ways away ways away treehouse outskirts farm power line floaters airplanes snag bell ring children look hear skyblue bell ring train conductor say driver break driver driver driver break reach destination ways away ways away ways away ways away shield hat heat sleep shield hat heat children sleep pilot song plane like sell tell crusade locomotive southern crescent hear bell ring field weed look train conductor say driver break driver driver driver break shift long train conductor say break driver driver break reach destination ways away ways away ways away ways away,sadness,https://open.spotify.com/track/4BEU0NjtF2EHmlWi4Cs1Kf,https://i.scdn.co/image/ab67616d0000b273d2350f2663397aede8bd2a2b,,,
2973,felt,primitive painters,1985,pop,wish life strange conspiracy hold want dragons blow angels spirit wither trail disgrace trail disgrace scare human race say trail disgrace trail disgrace scare human race yeah eminence care life defeatist attitude know sorry go primitive painters ship float gather galleries stallions imagery trail disgrace trail disgrace hold human race say trail disgrace trail disgrace trance yeah entrance trail disgrace look face human race stand swear trance yeah entrance trail disgrace look face human race stand swear say thinner trance yeah entrance look face human race stand swear trance yeah entrance look face human race stand swear trance yeah entrance swear light look face human race bitter trance stand swear yeah yeah trance yeah entrance look face human race hold stand swear hold trance yeah entrance look face human race stand swear yeah yeah trance yeah entrance father life look face human race stand swear painters life trance yeah entrance look face human race stand swear swear life trance yeah entrance feel look face human race good stand swear yeah jam trance yeah entrance look face human race feel head stand swear trance yeah entrance life look face human race stand swear trance,violence,https://open.spotify.com/track/6lNdJVx5QloSub5FcX9Pmm,https://i.scdn.co/image/ab67616d0000b273a50431eeb1e0f105f627606d,,,
2974,hüskerdü,celebrated summer,1985,pop,hate like pollen time hour guess better think spend time ready inside summertime swim friend hang summer basics hang get drink beach play band get school mean get hand celebrate summer celebrate summer celebrate summer disintegrate wall cloud summer winter allow remember snowfall fell summer barely snowball hell celebrate summer celebrate summer celebrate summer summertime summertime summertime summertime remember snowfall fell celebrate summer,music,https://open.spotify.com/track/1Aw5JwUUQ3tW1BpoD5C17o,https://i.scdn.co/image/7c944de91fbd3bb5fbf045fef44f6ad267ba517f,,,
2975,bigblack,kerosene,1985,pop,bear live life probably come live life live life live life probably learn live life home home stare wall stare till stare till probably come live life kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene kerosene jump kerosene jump kerosene kerosene jump kerosene jump kerosene jump kerosene kerosene kerosene kerosene kerosene,world/life,https://open.spotify.com/track/3Kj2EWpIBnvETsYq4cq0IH,https://i.scdn.co/image/ab67616d0000b27393a1519118102a6d78164713,,,
2976,strawberryswitchblade,go away,1985,pop,know want remember go think nice remember walk rock know mind close eye wish open slip away wonder think return think stay hadn return nice remember sit rock know go away sit wipe tear away away wish away want away wish come want today say smile wish away remember sit rock know go away sit wipe tear away away wish away want away wish away want away wish away want away wish,sadness,https://open.spotify.com/track/19wyEOwk4PTvfhBxSoZ34a,https://i.scdn.co/image/ab67616d0000b273cd52ae379c71f1859c599b8c,,,
2977,strawberryswitchblade,since yesterday,1985,pop,close eye remember thoughts lock away tomorrow come wish today look reason clear thoughts yesterday scar go yesterday look reason clear thoughts yesterday maybe end leave wish couldn want look reason clear thoughts yesterday clear thoughts yesterday,world/life,https://open.spotify.com/track/3PGX9zSuWbz0BCFztu1Rh1,https://i.scdn.co/image/ab67616d0000b273cd52ae379c71f1859c599b8c,,,
2978,suzannevega,marlene on the wall,1985,pop,observe blood tattoo fingerprint evidence show skirt danger zone talk later watch wall mock smile say record rise fall soldier pass soldier fight things think call destiny change wall walk house afternoon butcher shop sawdust strew away goods soon tell watch wall mock smile say record rise fall fight things think call destiny change wall,violence,https://open.spotify.com/track/2WMay5ANq2NNjrxRcKAvkN,https://i.scdn.co/image/ab67616d0000b27327f61821bfc093f9f59acb48,,,
2979,johnmellencamp,minutes to memories,1985,pop,greyhound thirty jamestown tennessee line look young rid say kind wear inside work life steel mill near father help build land seventyseven witness earn dollar pass hand family friends best thing know needle home days turn minutes minutes memories life sweep away dream plan young future suck tough best rain twilight gleam say sound like rattle bone highway long know longer sunup tomorrow guess home hill kentucky cross ohio river keep talk bout life time fell asleep head window say honest pillow peace mind world offer riches riches grow wing stock uncertain things days turn minutes minutes memories life sweep away dream plan young future suck tough best vision hard follow things high think ride older right highway life choose free rid say easy tell tell days turn minutes minutes memories life sweep away dream plan young future suck tough best,world/life,https://open.spotify.com/track/3PL9ZdC0ldyFrWZnPD4iPH,https://i.scdn.co/image/ab67616d0000b273b46e7ea6a6b2fa45caa23393,,,
2980,wangchung,to live and die in l.a.,1985,pop,heat time away piece life time away heat dark night time turn light feel heaven dark night dark night wonder live wonder spend nights room live life forever wonder live wonder waste live away paradise hold invisible vise away live know maybe cold river unknown swim drown fall think make quiver fall wonder live wonder spend nights live life forever wonder live word feel freedom slip away feel bar come away away wonder live wonder spend nights room live life forever wonder live wonder waste live away paradise hold invisible vise away live away live away live away live away live,world/life,https://open.spotify.com/track/484UGDCYPabFJ7JqhmU6RN,https://i.scdn.co/image/ab67616d0000b273cfba7a33c5dbfe41d67950b7,,,
2981,propaganda,duel,1985,pop,stand winners losers hurt envy greed face face disillusion scar romance cheek blow blow passion die sweet little death lie memories go time recall lie hurt second make wonder knees start bleed start scream late decision fate time prove forever feel true stand test demand strong attempt blow blow passion die sweet little death lie memories go time recall lie hurt second make wonder knees start bleed start scream hurt second make wonder knees start bleed start scream hurt second make wonder knees start bleed start scream,violence,https://open.spotify.com/track/1sgMo3mjFB8mA7KLzETTeO,https://i.scdn.co/image/ab67616d0000b2739960fc2a374e4fea71ed7c7a,,,
2982,kennyloggins,forever,1985,pop,say know show grow tell inside roads go word leave unspoken need hold forever heart forever go forever dream go cry try beg dream fade away awaken night take hold heart leave follow lose dark remember forever heart forever know go near forever life think forever,sadness,https://open.spotify.com/track/23KhPfX1omMxmfw4TjvfAq,https://i.scdn.co/image/ab67616d0000b273790dfcae45c608f6474de76e,,,
2983,heart,if looks could kill,1985,pop,catch mess shouldn wanna hear sorry take advantage miss shoot dark pull wool eye baby push gonna hurt happen twice look kill lie floor beg baby hurt look kill reel pain look kill live edge hang thread watch want anger mistake line kind promise threat cool risk night forget look kill lie floor beg baby hurt look kill reel pain look kill fool believe sucker line little blind right design look kill lie floor beg baby hurt look kill reel pain look kill lie floor beg baby hurt look kill reel pain look kill look kill,violence,https://open.spotify.com/track/1mr9ZUNWfCUClBDhYbCErx,https://i.scdn.co/image/ab67616d0000b273aac099da610b063763c63117,,,
2984,prefabsprout,when love breaks down,1985,pop,work apart absence make heart lose weight yeah till break break see weather sweet september rain rain like drown drown break things stop truth hurt break lie tell serve fool break things stop truth hurt break break box clever crowd fall free confetti paint paint break things stop truth hurt break lie tell serve fool break things stop truth hurt break lie tell serve fool break things stop truth hurt break join wreck leave hearts easy break break,sadness,https://open.spotify.com/track/7bRcgBFPDgWhVuopP5x6MW,https://i.scdn.co/image/ab67616d0000b273e40c4c9d5f19d2ab9886a534,,,
2985,heart,nothin' at all,1985,pop,walk home even pyramid light fee silence nights innocent distractions hard emotional reaction catch guard nothin nothin like felt nothin nothin like think feel ask nothin walk home even feet quick cause know destination warm wait communication clear think moderation soon disappear nothin nothin like felt nothin nothin like think feel ask nothin innocent distractions hard emotional reaction catch guard nothin nothin like felt nothin nothin like think feel ask nothin nothin nothin like felt nothin nothin nothin nothin nothin nothin,obscene,https://open.spotify.com/track/4lCF99jVlxFpiAPCuvPfga,https://i.scdn.co/image/ab67616d0000b273aac099da610b063763c63117,,,
2986,thestylecouncil,walls come tumbling down,1985,pop,crap relax actually change know teach rely authority know things come strongly gonna work spend days dirt things change wall come tumble lyric commercial,world/life,https://open.spotify.com/track/00cn1ynXQhURwsgv69fN0b,https://i.scdn.co/image/ab67616d0000b273115b41cd4d2dec5840fb9ecf,,,
2987,gowest,we close our eyes,1985,pop,inside hide desire outside know danger close edge knife safer miss chance hear time slip away close eye lose game imagination let blame close eye final frame close eye time slip away wednesday girl wait wine know listen hear time slip away close eye lose game imagination let blame close eye final frame close eye talk strangers burn spark walk water tigers dark burn close eye heroes night know surrender hear time slip away close eye lose game imagination let blame close eye final frame close eye close eye lose game imagination let blame close eye final frame close eye close eye walk water let blame burn talk strangers,sadness,https://open.spotify.com/track/7ji2DzTSsQYESbLNkHwJDO,https://i.scdn.co/image/ab67616d0000b273c822e34db81d224f729dedf3,,,
2988,thedreamacademy,the edge of forever,1985,pop,young somebody like cause older mind let hand crowd want hold tight kiss goodnight million hearts beat room wish away million hearts break soon time away young fall graze knee want cause older fall want hear sound million hearts beat room wish away million hearts break soon time away time away think things think twice long tell go wrong southern breeze wild bridge lonely reason life feel afraid talk hearts beat forever million hearts beat room wish away million hearts break soon time away,sadness,https://open.spotify.com/track/0ZljhJQbm611zf5ttHz43n,https://i.scdn.co/image/ab67616d0000b27365ad3497dc02a54091a7c6db,,,
2989,loveandrockets,haunted when the minutes drag,1985,pop,word best feel haunt touch clothe leave retain shape line haunt outline eye blue mirror hypnotize haunt solitary hair go reminisce haunt haunt soul haunt hair haunt clothe haunt eye soul hair clothe eye voice smile mouth soul hair clothe eye voice smile mouth soul haunt haunt feel feel feel minutes drag minutes drag tear bright blue feel feel minutes drag minutes drag feel feel feel minutes drag minutes drag haunt haunt minutes drag haunt haunt minutes drag,violence,https://open.spotify.com/track/2aQPNm5EtLWBHsqzNuAdcq,https://i.scdn.co/image/ab67616d0000b2735122b30d974cb5cf7f0a2ccd,,,
2990,katebush,jig of life,1985,pop,hello lady know face know say sit mirror place crossroads meet look future goodbye life live say live girl say live girl live moment time say belong say belong little little girl hand clap palm little line write memory goodbye life say live girl live say live girl live moment moment moment memories keep bright trip water like laugh girl time eye spawn past life ocean woman unfurl hold wait catch future kiss wind land come linger wait world wait life spray cool ride curl wave dance sunlit pool go water go water holy land water come run thrust strand,world/life,https://open.spotify.com/track/1kGO54rUtSq3FQ74u5BGvm,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,,,
2991,simplyred,money's too tight,1985,pop,lay work rent kid need brand shoe go bank say look like luck gotta hold money tight mention unemployment extension money tight mention go brother say brother like help unable call father father father say money tight mention money money money money money tight mention qualify pension talk reaganonics lord congress pass kinds bill capitol try money tight mention cutback money money money money talkin money money money money money money talkin bout dollar money hold money tight mention money money money money money tight mention dinero money yeah talkin money money talkin money talkin run run earth yeah talk yeah talk bout yeah yeah yeah want money money money read heaven sight money,obscene,https://open.spotify.com/track/0ZirxU9FagKBoKHg1asGv8,https://i.scdn.co/image/ab67616d0000b27357b3fa605b606c1f069dc060,,,
2992,wangchung,fire in the twilight,1985,pop,grip power game lead lead home tame lead lead burn burn twilight turn turn face burn twilight turn turn lead away away away lead away away away take break role everyday lead lead real lead lead search lonely hurt wait time live life need want listen wait simple burn burn twilight turn turn face burn twilight turn turn lead away away away lead away away away,sadness,https://open.spotify.com/track/09dw3Eg338pt0G0UmgKtNX,https://i.scdn.co/image/ab67616d0000b273ccc38a6e2ba8f9f53084a2bc,,,
2993,mike&themechanics,taken in,1985,pop,take take wrap finger fairweather friend catch promise leave pride take ride look eye want believe know understand believe reach hand believe blame believe change believe believe take take come fool friend bear minute look want near believe hold tear believe swear believe heart line believe believe take take wrap finger fairweather friend catch promise leave pride take ride look eye believe know want near believe hold tear believe bear minute look take take come fool friend want believe understand reach hand wish believe take take,world/life,https://open.spotify.com/track/2JzPnd5bmNBHri3hBBEXZF,https://i.scdn.co/image/ab67616d0000b273790da5b7127ce3d01db228a1,,,
2994,katebush,under ice,1985,pop,wonderful white river freeze soul skate fast speed past tree leave little line cut little line split split sound silver heel spit spit snow move move water try cold water help,violence,https://open.spotify.com/track/1rvKe0gtmhXui6A6FRKmoe,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,,,
2995,katebush,mother stands for comfort,1985,pop,know wrong think friends yesterday mind lie mother stand comfort mother hide murderer break cage fear escape take possession like crowd riot inside take hunt mother stand comfort mother hide murderer mother hide madman mother stay mother stand comfort mother stay stand comfort,sadness,https://open.spotify.com/track/32sI8VkOOpnJxOaS92kEmI,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,,,
2996,katebush,watching you without me,1985,pop,hear hear hear say hear say watch clock slow hand home hours hear hear hear room hear say hear say know happen ghost home watch hear hear say ignore ignore long ignore ignore long ignore ignore long hear come help baby help baby talk listen listen listen talk baby help hear listen baby listen baby help help baby talk talk baby talk hear leave,music,https://open.spotify.com/track/5ldNQZndG6FXx4aeN6NiGT,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,,,
2997,chinacrisis,arizona sky,1986,pop,arizona bigger take breath away happen manhattan music avenue hear greater sound decorate paint union reason illusion confident possession reason illusion venice sink fast look upside spell fell tell decorate paint union reason illusion confident possession reason illusion uptown paraguay beneath chicago moon spend dollar save decorate paint union reason illusion confident possession reason illusion,world/life,https://open.spotify.com/track/1Q7WESlT4IzkopWxv810Sq,https://i.scdn.co/image/ab67616d0000b273f87a76cf3c5b95356b40e519,,,
2998,crowdedhouse,world where you live,1986,pop,muscle steady hand mountain expert come miss golden lead double life tell know climb space world live world live ohhoo wall hold look wide open space high kitchen strangers place know climb space world live world live ohho world live friends come round remember eye unfamiliar climb space world live world live ohoh world live yeah yeah world live world live world live world live,world/life,https://open.spotify.com/track/6aInKHoFNCD7DPWUhFRfUE,https://i.scdn.co/image/ab67616d0000b2733ce3e2272e25916844f10d86,,,
2999,thecleanersfromvenus,clara bow,1986,pop,face silent screen cover magazine image plastic spend lifetime silent cage true camera strike dumb like picture lipstick butterfly need word flutter eye live world girl speak american work girls money better like hear speak money better like hear speak,violence,https://open.spotify.com/track/276mwnXvauHo2ETTqVnphG,https://i.scdn.co/image/ab67616d0000b273198d75aa8222ddaf44cd4610,,,
3000,nanamouskouri,only love,1986,pop,memory moment world young songs unsung remember live give felt heart free warm days nights years paint color outshine word dream tear live remembrance memory moment life rage live live remember live give know heart free,world/life,https://open.spotify.com/track/3MloP5bPLvnYIQrqY4M6P1,https://i.scdn.co/image/ab67616d0000b27347c8fd27d9d1ff5bf48a45bd,,,
3001,babyface,i love you babe,1986,pop,come deep hearts silly things manage tear apart believe work real hard time girl trust trust babe scariest want babe stay babe hurt want babe stay trust come crazy things manage break hearts believe survive girl trust trust baby stay stay baby stay,world/life,https://open.spotify.com/track/64hQ8WQCdVuilwwIbyPuPn,https://i.scdn.co/image/ab67616d0000b273e685b64df6591ecfe7f9c51c,,,
3002,thecleanersfromvenus,the mercury girl,1986,pop,stay goin away forever forever mercury girl build knock like factory chimney northern demolish mercury girl see till go live secret world say career life mercury girl time hold wouldn slip finger miss mercury girl come mock eye tell love lie life life mercury girl life life mercury girl time hold wouldn slip finger miss mercury girl life life mercury girl life life mercury girl,world/life,https://open.spotify.com/track/7p7W0YoL3zqHe7Mlx5MksY,https://i.scdn.co/image/ab67616d0000b273198d75aa8222ddaf44cd4610,,,
3003,madonna,jimmy jimmy,1986,pop,go legs twitch daddy say need good lick go vegas come place fool fall fool like crash face want place fool fall fool like wild go hold style shoo boop shoo boop shoo boop take advice place go couldn tell say know fool fall fool like fool fall fool like shoo boop shoo boop shoo boop,sadness,https://open.spotify.com/track/687mfVfetXFntD7DJpBT3N,https://i.scdn.co/image/ab67616d0000b2735b630a55799de3a3719dec73,,,
3004,billyocean,love is forever,1986,pop,live dream night memories know couldn live life heart cry believe believe things fall break heart mend give time know forever forever pass realize time heal pain think fall believe believe things fall break heart mend give time know forever forever road lead cry tear face days tell care believe believe things fall try wouldn know forever forever,world/life,https://open.spotify.com/track/3XxqngUZVOnZQ5YJmskdyK,https://i.scdn.co/image/ab67616d0000b27389ec8c852dee33fe4b50bec5,,,
3005,"""weirdal""yankovic",christmas at ground zero,1986,pop,christmas grind zero music sleigh bell ring carolers sing airraid sirens christmas grind zero button press radio know test atom bomb drop humanity time lastminute shop time face final destiny cause christmas grind zero panic crowd dodge debris trim tree underneath mushroom cloud hear reindeer rooftop frost windowsill climb chimney better load shoot kill christmas grind zero radiation level okay mutations year christmas grind zero second leave duck cover yuletide lover underneath mistletoe christmas grind zero missiles crazy fluke gonna nuke jolly holiday crazy fluke gonna nuke jolly holiday,violence,https://open.spotify.com/track/79nOKa4cC3oMkzJT2kL0Jk,https://i.scdn.co/image/ab67616d0000b2733be118e31be998342e04ec89,,,
3006,talktalk,i don't believe in you,1986,pop,word begin try path ahead charade go eye song believe believe promise golden years prove wrong try leave selfrespect decline go pride heed song believe believe believe play want sing song believe believe believe believe,world/life,https://open.spotify.com/track/2PeyQvyaViallofbtwS4PL,https://i.scdn.co/image/ab67616d0000b27347ee1d155222cd13cc9d64cd,,,
3007,cocteautwins,oomingmak,1986,pop,soon wasn live need feel fee early morning millionaire haunt fill face magic thing go greater good ononnenapila austratila teacup feel fee early morning millionaire hide face laundry need padlock fear ruin life stop stop fear thing learn dance leastly post letter salad lettuce hold feel wing early morning millionaire slow feel face nearly human little bits hook chivas alwaystila teacup hold feel wing early morning millionaire dumb holy power imagine sound sleepy sound feel solace balance earth summer go go feel solace balance earth nearly wobbly nearly wobbly wobble feel balance solace earth feel balance solace earth feel solace balance earth nearly wobbly nearly wobbly wobble feel solace balance earth summer go go feel balance solace earth,feelings,https://open.spotify.com/track/7EHqFxkhFzFqS6jgQnIcWT,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,,,
3008,"""weirdal""yankovic",living with a hernia,1986,pop,help grunt groan hurt walk go physician jones take trousers tell cough doctor say nothin discuss tell wear truss live hernia time aggravation live hernia gonna ruination live hernia operation feel pain good gawd drive insane barely crawl bulge intestinal wall walk real funny bless soul play tennis hard bowl split better quit sick dancin live hernia hurt tender location live hernia humiliation live hernia operation live hernia bend live hernia minute familiar common type hernias settle clue incomplete epigastric bladder strangulate lumbar hernia richter hernia obstruct inguinal direct live hernia rupture say causin irritation live hernia medication live hernia feel,world/life,https://open.spotify.com/track/7jrzKC6yoUofoZMpPMVs3i,https://i.scdn.co/image/ab67616d0000b2733be118e31be998342e04ec89,,,
3009,r.e.m.,the flowers of guatemala,1986,pop,take picture send people friendly content people colorful bright flower bloom night amanita flower cover flower cover hard ignore see amanita cover flower cover cover amanita flower cover look look flower cover cover flower cover flower cover cover flower cover see flower bloom night amanita cover,violence,https://open.spotify.com/track/3JGq2WvLc8u39Jk3s9CaHI,https://i.scdn.co/image/ab67616d0000b2735aeaa9f5a8635a3413b95b08,,,
3010,babyface,you make me feel brand new,1986,pop,word tell feel mere word explain precious hold life hand create teach live care need friend believe song fill gratitude bless feel brand bless feel brand sing song cause feel brand insecure build sure give pride precious friend friend depend walk path end life mean rhyme like note song time repay have,world/life,https://open.spotify.com/track/216ltaITdAwORMQ9tsblHO,https://i.scdn.co/image/ab67616d0000b273e685b64df6591ecfe7f9c51c,,,
3011,everythingbutthegirl,cross my heart,1986,pop,hand wish home drink phone time time guess mind guess keep mean sleep course polite spend night reply right fine longer tell cross heart appal know call blunder wonder alright spend night polite write course time fine tell cross heart,night/time,https://open.spotify.com/track/7zBs7ICoezIZmsHBlGe2Gj,https://i.scdn.co/image/ab67616d0000b273f8751e4d644386a0840daace,,,
3012,theoutfield,bangin' on my heart,1986,pop,tell truth real surprise say forget know waste time free guess away beat feel inside bangin heart bbbbangin bangin heart bbbbangin girl think go prove wrong trouble bangin heart number take figure inside head sure think go heart heart heart heart know jump banin heart time scar gonna forever know feel know feel bangin heart bangin heart bbbbangin bangin heart bbbbangin bangin heart,sadness,https://open.spotify.com/track/2yjZkFTHyMZjdd8QDREOEE,https://i.scdn.co/image/ab67616d0000b2733544edcd10395a95cb7c75a8,,,
3013,theymightbegiants,put your hand inside the puppet head,1986,pop,body float street burnsmell factory close romanticize things know great great bath beat path pound door mighty zombie talk posterity say good days goodbye mind need lololoving arm need lololoving arm fall word hand inside puppet head hand inside puppet head hand inside hand inside hand inside puppet head subway work try boss know want somebody pupupuppet head bububusted better thing involve wouldn hand inside puppet head hand inside puppet head hand inside hand inside hand inside puppet head memo dumb things gotta touch puppet head quit write goodbye note say check mail church change pupupuppet head bububusted school hand inside puppet head hand inside puppet head hand inside hand inside hand inside puppet head hand inside puppet head hand inside puppet head hand inside hand inside hand inside puppet head,violence,https://open.spotify.com/track/0Qf280hQZTsB5qQVX7T0bl,https://i.scdn.co/image/ab67616d0000b273c46a20f31ea6262c110ac137,,,
